（購入の）予約を忘れた	販売日以降に買えることを祈ろう！
連絡先きくの忘れた	次会えたらきこう！
課題の締め切り忘れてた	やっちゃったね、、
終電を逃した	タクシーで帰ろう
見たかったドラマを見逃した	誰かが録画してるかもしれないよ
エアコンを消し忘れた	今日くらい良いよ
忘れ物をした	これから取りに行こう
振り込み忘れてた	まだ間に合うよ
予約忘れてた	今からでも間に合うかもしれないよ
終電を逃した	夜のお散歩ができるよ
見たかったドラマを見逃した	そんな日もある
エアコンを消し忘れた	おうちかえっても適度な温度だ
物忘れがひどい	たくさんのことをかんがえてるんだね
提出ミスをした	次は間違えないね
ご飯を食べ忘れた	次食べるご飯はおいしいだろうなあ
終電を逃した	朝まで一緒に遊ぼ
見たかったドラマを見逃した	見逃し配信あるよ
エアコンを消し忘れた	帰ってきたら部屋暖かいね
洗濯物しまい忘れた	雨振らなければ大丈夫
ドアの鍵をし忘れた	今日は早く帰ろっか
課題の締め切り忘れてた	先生にお願いしてみよ
賞味期限が切れていた	消費期限が大丈夫なら大丈夫！
水溜りに入った	靴に水が染みこむでしょ？あたりまえ体操～
鳥のフンがかかった	マジ萎えるよねぇ
爆音宣伝トラックが通りかかった	イヤフォンで遮断しましょう
満員電車	しんどいよね
足踏まれた	なんそいつ
予約し忘れた	アポなしでも行けるっしょ？
洗濯物干した瞬間雨が降ってきた	タイミング悪しだね
高級パンケーキ焦がした	ぴえん越えてぱおん
賞味期限が切れていた	まだ食べられるよ
水溜りに入った	あとで靴洗おう
鳥のフンがかかった	それは最悪だね
単位とれなかった	来年頑張ろう
彼氏に振られた	もっといい人いるよ
仕事で失敗した	失敗を生かそう
身内が亡くなった	ご愁傷様です
賞味期限が切れていた	新しいお菓子買っちゃいましょう♪
水溜りに入った	今日は土砂降りでしたね
鳥のフンがかかった	その分今日は他にいいことあるよ！
単位落とした	まだ来年があるよ！
寝坊して選考受けられなかった	この会社には縁がなかったと思おう
満員電車で痴漢された	それ通報した方がいいよ
賞味期限が切れていた	あくまでも基準だし食べちゃえ（笑）また買い直せばいいさ！
水溜りに入った	やったー。カエルになれたね！私もなりたいよー（笑）
鳥のフンがかかった	いい笑い話やん！鳥に選ばれしものしか体験できないラッキーパーソン！
喧嘩した	喧嘩するほど仲が良いんだよ！変なプライド捨てて仲直りや！
思うようにいかない	人生甘くないんやで！ただ、悪い波は永久じゃないから前向きに頑張るんや！
フラれた	いやいやいや、恋愛できてるだけええやん（女子社会出身者目線）
挫折した	人生諦めも重要。
失敗した	過去から学び、今日のために生き、未来に希望をもとう。アインシュタインも言ってるよ
テスト赤点	知ってた？アインシュタインは物理の成績悪かったんだよ！あれ、ガリレオだっけな？
単位落とした	もう一回学べるドン！
最悪	ネガティヴ思考な分人生損しているぜ！こんなのどうでもよくなるくらいBigになるんじゃ。
終わった	まだ生きてるよね？
事故った	逃げる方がヤバいからね？受け入れて反省しよ。
ついてない	毎日ラッキーだったら面白くなくない？
賞味期限が切れていた	消費期限じゃないから、少しくらい過ぎても大丈夫だよ!
雨で服が濡れた	わかる！私は、雨の時は濡れても目立たないような服を着ているよ!
水溜りに入った	ドンマイ!近いうちにきっといいことあるよ!
鳥のフンがかかった	運がついたから逆にラッキー!
寝過ごした	私も１時間くらい寝過ごしたことあるから大丈夫！
試験範囲間違えてた	次の試験の時に役立つから大丈夫
寝坊した	これから寝坊しないように気をつければOK
悪夢見た	今日はいい夢見れるよ！
大きいクモに遭遇した	クモは益虫だから、出ても気にしなくてOK
ゴキブリに遭遇した	ゴキジェットで頑張って!
嫌いな食べ物が出てきた	あとで、美味しいもの食べれると思って頑張って!
自分の失敗を人に笑われた	笑った人は時間が経てば忘れると思うから、気にしないで!
上司に八つ当たりされた	そんなに深刻に受け止めずに流して聞けばOK
喧嘩した	喧嘩するほど仲がいいっていうことわざもあるから、きっともっと仲良くなれるよ!
ひったくりにあった	荷物はそのうち戻ってくるよ
お土産で買ったものが地元でも売っていた	お土産は思い出なんだから、そんなに落ち込まないで！
馬が合わない人がいる	そういう人もいるよ、仕方ないよ…
課題が終わらなくて、徹夜した	頑張った分、より良いものができているよ!
賞味期限が切れていた	お腹に気を付けて
水溜りに入った	靴下がびしょびしょだ…
鳥のフンがかかった	そういう日もある！
財布を無くした	交番に行こう
入院した	容体は？
怒られた	次に活かそう
雨に降られた	風邪ひかないように！
犬の糞を踏んだ	それは嫌だね、、
テストで0点とった	次がある！
寝坊した	朝起きるのって大変だよね
推しが卒業…	それは無理
雨に濡れた	うちも
充電切れた	充電器貸してあげる
データ飛んだ	ゴミ箱確認！！！
靴汚れた	洗えばいい
服に染み付いた	クリーニングだわ
Gだ	逃げるぞ
賞味期限が切れていた	新しいものを買ってこよう
水溜りに入った	一旦家に帰ろう
鳥のフンがかかった	とりあえずテッシュで拭こう
お店で頼んだ飲み物がまずかった	店員さんに言ってみよう
仮眠しようとしたら4時間寝てた	次の日頑張れば大丈夫
バスが目の前で行ってしまった	次のバスまで待とう
第一志望に落ちた	他の大学でもきっといいことが待ってるはず
大事な日に寝坊した	次にこの失敗を繰り返さないように気をつけよう
株で大損した	次は逆にいいことあるかもよ
賞味期限が切れていた	ついでに他のものも確認してみよ
水溜りに入った	濡れちゃった？風引かないようにね
鳥のフンがかかった	鳥のふんがつくと運がつくという言い伝えがあるよ！
空き巣に入られた	警察に届け出よう
飲み物をこぼした	大丈夫？タオルで拭こう
賞味期限が切れていた	おなか壊しませんように
水溜りに入った	楽しそう！
鳥のフンがかかった	いいことあるよ
暑い	アイスが美味しい季節！
寒い	風邪ひかないように温かくしてね
満員電車…	みんなも頑張ってる！
トイレめっちゃ並んでる	ドンマイ！
うんち踏んだ	運がついてくるよ
授業が長かった	長引いた分だけ賢くなった！
Gに遭遇した	戦闘態勢！
赤信号ばっかり！	そんな日もある！
自転車とぶつかりそうになった	危ない！
今日は1日忙しかった	お疲れ様！ゆっくり休んでね
英語の先生めっちゃ当ててきた	why？
韓国行きたい	コロナ収まれー
蚊に刺された	ムヒ！
日焼けした	イメチェン！
外食したら行列が…	きっと美味しいんだ！
疲れた	お疲れ様^_^
周りの音がうるさい	イヤホンで好きな音楽を聴いてみよう
事故に遭った	大変！
階段辛い	いい運動になるね
嫌いな人に会った	人生の主役はあなた！気にしなくて良いよ
バイト長引いた	給料日の自分が喜ぶ！
死にたい…	あなたが死んだら悲しい！
バイト先の先輩が面倒臭い	聞き流そう
先生に怒られた	あなたが悪いとは限らない！
猫の手借りたい…	ฅ^• ·̫ •^ฅ 貸そうか？
次回が気になる	次までワクワク期間だ！
賞味期限が切れていた	1週間以内なら大丈夫！
水溜りに入った	水の滴るいい女になったね
鳥のフンがかかった	運が付いたんじゃい？
彼氏に振られた	見る目無かった次行こう
太った	食べる量減らしてみたら？
食べ過ぎた	運動すれば大丈夫
紙を破った	またコピーすればいいさ
今日提出の物があった	今から急いでやろう！
専攻はずれた	こっちから願い下げじゃない？
貢がせてくれない	元気出して
話しを聞いてくれない	顔をこっちに向かせれば？
テスト勉強したくない	頑張ったら良いことあるんじゃない？
元カレとあった	フッタことを後悔させてやれ
変換が上手くいかない	マジうざいな、一回殴ったら？
賞味期限が切れていた	こんなにたくさん買わなくてよかったね
水溜りに入った	百均で靴下買おうよ
鳥のフンがかかった	汚い
苦いカクテルを頼んでしまった	鼻つまんで飲むといいよ
服に虫がついた	きっしょ
フードコートで席があいてない	相席でもいい？
ミニストップの新商品がまずい	最近迷走してるよね
賞味期限が切れていた	買ったらすぐ食べよう
水溜りに入った	ついてないね
鳥のフンがかかった	ついてないね
水筒こぼした	早く拭こう
応募期間過ぎてた	次の機会にかけよう
約束を忘れてた	今すぐ連絡しよう
スマホを落とした	アプリで探せないかな？
受験票を忘れた	それは悲しい
不審者に遭遇した	大丈夫だった？
パソコンのデータが消えた	なんとか復旧できないかな、、、
渋滞に引っかかった	なんか楽しいことして時間潰そう
自転車盗まれた	最悪じゃん
ライブに落選した	ドンマイ次あるよ！
クレーマーがきた	客だからって偉そうだよね
飛行機乗り遅れた	仕方ないからリカバリしていこう
部屋にゴキブリが出た	終わりだ、、
財布を落とした	警察に届け出だそう
賞味期限が切れていた	1,2日なら大丈夫だよ
水溜りに入った	足元大丈夫？
鳥のフンがかかった	アンラッキーだったね
冷蔵庫のプリン食べられた	また買ってこよう
チケット取れなかった	次とれるよ
抽選外れた	次は当たるよ
データ保存されてなかった	次やるときはバックアップとっておこう
クレームが来た	クレーム対応お疲れ様です
友達と服かぶった	流行りなんだよ
音漏れしてた	そういうときもあるさ
ミュートし忘れた	ドンマイ
賞味期限が切れていた	まだ食べれるよ
水溜りに入った	泥が落ちたね
鳥のフンがかかった	次からいいことあるよ
テスト落ちた	次がんばれ
浮気された	し返せ
賞味期限が切れていた	賞味期限はあってないようなものだよ
水溜りに入った	良く回り見て歩かないと！
鳥のフンがかかった	最悪だね・・・帰ってすぐにお風呂入りな～
賞味期限が切れていた	賞味期限だから大丈夫
水溜りに入った	冷たいよね！
鳥のフンがかかった	洗うチャンスだね！！
インターン落ちた	応募しただけえらい
電車が遅延してる	忍耐力つくね
保存し忘れていた	タイピング力上がるね
馬鹿にされた	馬鹿にされるだけ愛嬌がある
メール違う人に送っちゃった	その人と話す機会ができたね！
賞味期限が切れていた	次は気を付けよう
水溜りに入った	びっくりするよね
鳥のフンがかかった	おつかれさま
スマホが割れた	買い替えの時期かも
水溜りに入った	着替えよう
満員電車に乗ってしまった	しょうがないよ
エコバック忘れた	よくあるよね
前髪を切りすぎた	しょうがないよ
電車に傘を忘れた	しょうがないよ
にわか雨にあった	風邪ひかないようにね
コップを落としてしまった	新しいものを買おう
ゴミ箱をひっくり返した	だるいね
遠くの人の足元まで消しゴムが転がった	後で取りに行こう…
テストでケアレスミスをした	しょうがないよ
賞味期限が切れていた	あるある、気づけば期限過ぎてるんだよね…
水溜りに入った	どんまい
鳥のフンがかかった	嫌だよね、私も昔かけられたわ…
お風呂の栓が外れてた	それめっちゃショックなやつ…
データが吹っ飛んだ	それは辛すぎる、次はバックアップしとこう…
花粉症がひどい	とりあえず薬を飲んで、掃除して部屋から花粉を排除しよう
スマホの画面が割れた	ちゃんと修理できるといいね…
オンラインでマイクがonになってた	とりあえず下手なこと話してなければセーフ!!
ゲーム機が壊れた	それは最悪だね、データとか大丈夫？？
家電が壊れた	買い替え時だったんだよきっと…
イライラする	ストレス発散しよう！！
賞味期限が切れていた	消費期限じゃないしまだ食べれるよ
水溜りに入った	わー冷たそう…
鳥のフンがかかった	鳥のバカー
転んだ	大丈夫？
振られた	違う人がきっと現れるよ
お金全部使っちゃった	また稼げば良いよ
恥ずかしいところを見られた	その人の記憶なくなれば良いのにね
賞味期限が切れていた	消費期限じゃなかったらまだ食べられるよ
水溜りに入った	乾けば元通りだから気にする必要ない
鳥のフンがかかった	逆に言えば運がいいということ
忘れ物をした	一個くらいなくても大丈夫
ケータイの画面を割った	ケガしないように気を付けてね
友達と喧嘩した	仲直り出来たらもっと仲が良くなるよ
親と喧嘩した	そんなときもある
賞味期限が切れていた	たぶん大丈夫
水溜りに入った	それはどんまい
鳥のフンがかかった	それもどんまい
課題が難しすぎる	難しすぎるって先生に言っちゃお
急に雨が降ってきた	それはつらい
イヤホンの充電がない	イヤホン買っちゃお
寝坊した	そういう日もある
蚊に刺された	かゆみ止めあるよ
頭が痛い	大丈夫？？
靴擦れした	痛いやつやん(T-T)
風邪かも	はよ寝！！
タンスの角に足の小指をぶつけた	痛いやつやぁ
画面を見すぎて、目疲れた	ホットアイマスク使いや
頭痛が痛い	頭痛が痛いってっ！あんた…
ナルシスト	一番冷めるやつやん！
ノンスタ井上	(-_-;)
狩野英孝	…
靴擦れした	絆創膏どうぞ
風邪かも	薬飲んで休んでね
タンスの角に足の小指をぶつけた	痛そう
画面を見すぎて、目疲れた	目薬あるよ
体が痛い	整体行こう
骨折した	大丈夫？
歯が痛い	歯医者行こう
お腹痛い	トイレ行こう
靴擦れした	絆創膏ありますよ！
風邪かも	ゆっくり休んでください
タンスの角に足の小指をぶつけた	それは地味にすごく痛いやつ
画面を見すぎて、目疲れた	今日は早く寝るといいよ
お腹痛い	トイレいく？
舌噛んだ	うわ！それ痛いよね！
赤切れで手が痛い	保湿保湿！
靴擦れした	元靴屋店員目線で言わせていただきますが新品じゃ日常茶飯事なので気になるようでしたら中敷をおすすめしますよ？
風邪かも	サボりチャンス到来！いつも頑張っているご褒美だね！
角に足の小指をぶつけた	角が君を愛しているそうだ。
画面を見すぎて、目疲れた	タオルを濡らし、電子レンジで温め、アイマスクにするのをおすすめします！Easy!
怪我した	なってしまったものはしょうがない。お大事に。
腹痛	さっさとEVE飲もう！
痛い	痛いの痛いの飛んでけー！どう？治った？
靴擦れした	新しい靴だからじゃない？そのうち靴擦れしなくなると思うよ!
風邪かも	頑張りすぎなんじゃない?ゆっくり休んでね
タンスの角に足の小指をぶつけた	わかる！それ、痛いよね〜
画面を見すぎて、目疲れた	お疲れ!明日はゆっくり休んでね!
虫歯ができた	治療が終わったら、美味しいもの食べに行こう!
頭が痛い	パソコンの見過ぎなんじゃない?落ち着いたら休んでね
お腹が痛い	私もよく痛くなるけど、横になってじっとしてれば治るよ!
肩が痛い	サロンパス貼ると、すぐに治るよ!
耳が痛い	イヤホンのしすぎかも、ヘッドフォンにして耳の負担を減らしたほうがいいと思うよ!
腰が痛い	勉強のしすぎなんじゃない?ストレッチしてみて〜
階段で転んだ	七転び八起きっていう言葉もあるから転んでも起き上がって頑張ろう!
筋肉痛で足が痛い	ストレッチして、ゆっくり休んでね!
乗り物酔いをした	薬を飲んでゆっくり休んでね！
紙で指を切ってしまった	それ痛いよね、でも時間が経てば治るよ！
靴擦れした	絆創膏をはろう
風邪かも	薬を飲んで
タンスの角に足の小指をぶつけた	それは痛い…
画面を見すぎて、目疲れた	あんまり酷使しないように…
お腹が痛い	薬を飲もう
悪寒がする	あったかくして寝よう
ささくれができた	保湿しよう
ニキビが痛い	バランスよく食べよう
転んだ	大丈夫？
低気圧のせいで頭が痛い	今日はゆっくりしよう
目が腫れた	安静にしよ
肩凝った	わかる
風邪ひいた	大丈夫？
花粉無理	それな
お腹痛い…	トイレ行く？
筋肉痛	明日には治るよ
予防接種痛い	仕方ない
インフルエンザ辛い	お大事に
目が痛い	休めな
靴擦れした	新しい靴を買おう
風邪かも	一旦ぐっすり寝よう
タンスの角に足の小指をぶつけた	湿布を貼っておこう
画面を見すぎて、目疲れた	一旦目を閉じよう
みんな見てるところで1人でこけた	そんな時もある、次はいいことあるよ”
10分のタイマーを10時間でセットした	はははっは！
寝ながらスマホ見てたら顔の上に落ちてきた	一旦病院に行ってみよう
犬に噛まれた	病院に行ってみよう
靴擦れした	痛いよね、、大丈夫？絆創膏貼ってね
風邪かも	大丈夫？休めるときにしっかり休んでね
タンスの角に足の小指をぶつけた	痛そう、、気をつけて
画面を見すぎて、目疲れた	外見てゆっくりしよ
筋肉痛だ	頑張った証拠だね、ゆっくり休んで
頭が痛い	大丈夫？ゆっくり休んでね
口内炎痛い	痛いよね…
ニキビできた	バランスの良い食事を
筋肉痛…	ムキムキになる💪
喉痛い	悪化しないようにゆっくり休んで！
目にゴミ入った	洗い流してー
小指ぶつけた	痛いの痛いの飛んでいけ〜
膝が痛い	無理しないで〜
火傷した	すぐに冷やして！
虫歯が痛い	早く歯医者へ！
叩かれた	暴力反対！
花粉症	薬飲んだ？
熱が出た	温かくして寝てね
紙で指切った	痛っ…お大事に
靴擦れした	カットバン買って休もうか
風邪かも	ゆっくり休んで治そう
タンスの角に足の小指をぶつけた	一旦深呼吸しよ！
画面を見すぎて、目疲れた	ブレイクタイムにしよう
疲れて心が痛い	まずは、遊ぼう！
ハブられた	私がいるよ！
歯が痛い	歯医行こう！
靴擦れした	ばんそうこうあるよ
風邪かも	お大事に
タンスの角に足の小指をぶつけた	痛いの痛いの飛んでけする？
画面を見すぎて、目疲れた	休もっか
捻挫した	ちゃんとストレッチしないからだよ。言わんこっちゃない
唐辛子が辛すぎる	チーズ入れるといいよ
縁石につまずいた	いたたた
ピアス穴が膿んだ	お薬塗るといいよ
靴擦れした	ばんそうこうはろう
風邪かも	早めに休もう
タンスの角に足の小指をぶつけた	めっちゃ痛そう
画面を見すぎて、目疲れた	温めて休もう
虫歯になった	歯医者に行こう
転んだ	気を付けよう
事故にあった	命があってよかったね
火傷した	痕残らないといいね
頭が痛い	バファリン飲んで
転んだ	ケガない？
肩が凝った	作業お疲れ様
虫歯になった	歯医者行こう
ワクチンの副反応が辛い	すぐ治るから頑張って
足がつった	痛いよね
お腹が痛い	家でゆっくりしてね
二日酔いが辛い	たくさん飲んだんだね、、
口内炎が痛い	ビタミンC摂って！
紙で指を切った	地味に痛い
靴擦れした	それは痛いね…
タンスの角に足の小指をぶつけた	それは災難だったね
紙で指切った	絆創膏あげようか？
料理してたら指切った	絆創膏あげようか？
肘をぶつけた	肘ぶつけるとジンジンするよね
転んだ	それは痛かったね…
お腹が痛い	大丈夫？ゆっくり休んで
頭が痛い	大丈夫？ゆっくり休んで
腰が痛い	大丈夫？ゆっくり休んで
靴擦れした	絆創膏貸してあげる
風邪かも	ゆっくり休んでね
タンスの角に足の小指をぶつけた	俺も昨日ぶつけた笑
画面を見すぎて、目疲れた	ゆっくり寝てね
骨折した	お大事に
ワクチンの副作用	次の日には治るよ
筋肉痛	よく動いた証拠だ
転んだ	痛いの痛いのとんでいけ～☆
靴擦れした	私もよく靴擦れするんだ、痛いよね
風邪かも	辛かったら休みな！
タンスの角に足の小指をぶつけた	それは痛すぎる！お大事に
画面を見すぎて、目疲れた	眼精疲労だね、お疲れ様
靴擦れした	頑張って歩いたね
風邪かも	体温測って
タンスの角に足の小指をぶつけた	痛いよね。。。私もよくやる
画面を見すぎて、目疲れた	お疲れ様！！
猫に引っかかれた	友達の証
階段から落ちた	前しか向いてないってことだね！！
紙で切ってしまった	痛いよね。。。私もよくやる
Twitterでポエム書く人痛い	地味にそのポエム響いたりするよね
虫歯ができた	歯医者に行くいい機会だ
靴擦れした	お大事に
風邪かも	お大事に
タンスの角に足の小指をぶつけた	お大事に
画面を見すぎて、目疲れた	蒸しタオルがいいらしいよ
靴擦れした	絆創膏いる？
風邪かも	ゆっくり休んで
乾燥して手が痛い	ハンドクリーム塗らないとね
タンスの角に足の小指をぶつけた	微妙に痛いやつ
画面を見すぎて、目疲れた	目薬さしなー
偏頭痛がする	無理しないでね
紙で手を切った	痛いよね
喉が痛い	のど飴食べる？
日焼けした	それは痛い
靴擦れした	痛いよね、絆創膏持ってる？
風邪かも	大丈夫？あったかくして寝てね
タンスの角に足の小指をぶつけた	それは痛い…お大事に
画面を見すぎて、目疲れた	私もよくやるよ、とりあえず目を休めよう！
階段で転んだ	大丈夫！？ちゃんと手当してね
お腹が痛い	とりあえずお腹を温めよう！
頭が痛い	寝れるなら寝たほうがいいかも…薬はある？
肩が痛い	大丈夫？湿布とかある？
腰が痛い	大丈夫？重いものとか持たないようにね！
寝違えちゃった	痛いよね、まずは安静にして様子をみよう
舌嚙んだ	きいてるだけで痛い!!
口内炎ができた	なるべくしみないものを食べよう…
靴擦れした	痛いよね絆創膏あげる
風邪かも	たくさん休んでね
タンスの角に足の小指をぶつけた	一番痛いやつだ〜
画面を見すぎて、目疲れた	目温めて寝よう
車にぶつかられた	整骨院か病院通えばお金もらえるよ
口内炎だ	ビタミン剤飲んだら治るよ
指挟んだ	痛いねどこに挟んだの？
火傷した	冷やそう
靴擦れした	絆創膏を貼ると痛みが軽減するよ
風邪かも	あったかくしてねよう
タンスの角に足の小指をぶつけた	きっといいことがあるよ
画面を見すぎて、目疲れた	寝て起きたらすっきりするよ
滑って転んだ	トークではもうすべらないかも
包丁で切ってしまった	痛いねぇ
靴擦れした	絆創膏あるよ
風邪かも	たくさん寝な
タンスの角に足の小指をぶつけた	それは痛いやつ
画面を見すぎて、目疲れた	早く寝な
転んだ	足もと気をつけて
目にまつげが入った	鏡あるよ
ニキビできた	皮膚科行こ
外食した後に財布がないことに気付いた	荷物を置いて家に財布を取りに行きましょう。
スマホを無くした	えっ？！やばいやん・・・
スマホの充電が切れた	充電器貸そうか？
改札でお金がないことに気づいた	千円貸すよ
レンジがなくて困った	大切な物だから是非買って欲しいな～
電車が止まった	〇〇線なら迂回して行けるよ
トイレが混雑していた	女子はねぇ…
私服で会場に行ったら皆スーツだった	笑笑
部屋中がニンニクくさい	何食べたん？？
スマホを無くした	きっと見つかるよ
スマホの充電が切れた	コンセントを貸してくれるお店に行こう！
改札でお金がないことに気づいた	近くのATMにいこう
家の鍵をなくした	あれま
