translate: {[[リスト|タプル|配列]|列|イテラブル|]iterableから|[両端キュー|[双方向キュー|デック]|[キュー|スタック]|deque[|オブジェクト]]を|[新しく|新たに|]}[[作って|作成して]|[|新規]生成して|[用意|準備]して][、|]X[に[代入|]する|とする]	X = collections.deque(iterable)	translate: 新しくリストiterableから両端キューを作って、Xに代入する	_;X	deque([0, 1, 2, 4])
translate: {[最大長|上限[|長||制限された長さ]]をnに[|制限]して|[両端キュー|[双方向キュー|デック]|[キュー|スタック]|deque[|オブジェクト]]を|[新しく|新たに|]}[[作って|作成して]|[|新規]生成して|[用意|準備]して][、|]X[に[代入|]する|とする]	X = collections.deque(maxlen=n)	translate: 最大長をnにして両端キューを新しく作って、Xに代入する	_;X	deque([], maxlen=1)
translate: {[最大長|上限[|長||制限された長さ]]nの[両端キュー|[双方向キュー|デック]|[キュー|スタック]|deque[|オブジェクト]]を|[新しく|新たに|]}[[作る|作成する]|[|新規]生成する|[用意|準備]する]	X = collections.deque(maxlen=n)	translate: 最大長nの両端キューを新しく作る	_;X	deque([], maxlen=1)
translate: {[最大長|上限[|長||制限された長さ]]をnに[|制限]して|[[リスト|タプル|配列]|列|イテラブル|]iterableから|[両端キュー|[双方向キュー|デック]|[キュー|スタック]|deque[|オブジェクト]]を|[|[新しく|新たに|]]}[[作って|作成して]|[|新規]生成して|[用意|準備]して][、|]X[に[代入|]する|とする]	X = collections.deque(iterable, maxlen=n)	translate: 最大長をnにしてリストiterableから両端キューを作って、Xに代入する	_;X	deque([4], maxlen=1)
translate: {[最大長|上限[|長||制限された長さ]]nの[両端キュー|[双方向キュー|デック]|[キュー|スタック]|deque[|オブジェクト]]を|[[リスト|タプル|配列]|列|イテラブル|]iterableから|[|[新しく|新たに|]]}[[作って|作成して]|[|新規]生成して|[用意|準備]して][、|]X[に[代入|]する|とする]	X = collections.deque(iterable, maxlen=n)	translate: タプルiterableから最大長nの両端キューを作って、Xに代入する	_;X	deque([4], maxlen=1)
translate: {デックdeqの[先頭|最初|左[|側]]に|[文字列|オブジェクト|]elementを}[追加する|[付け|つけ]加える]	deq.appendleft(element)	translate: 文字列elementをデックdeqの先頭に追加する	deq = collections.deque();_;deq	deque([2])
translate: {デックdeqに|[文字列|オブジェクト|]elementを}[エンキューする|enqueueする|データを入れる]	deq.appendleft(element)	translate: デックdeqに文字列elementをエンキューする	deq = collections.deque();_;deq	deque([2])
translate: {デックdeqの[末尾|最後|右[|側]]に|[文字列|オブジェクト|]elementを}[追加する|[付け|つけ]加える]	deq.append(element)	translate: デックdeqの末尾に文字列elementを追加する	deq = collections.deque();_;deq	deque([2])
translate: {デックdeqに|[文字列|オブジェクト|]elementを}[プッシュする|詰む|スタックする]	deq.append(element)	translate: 文字列elementをデックdeqにプッシュする	deq = collections.deque();_;deq	deque([2])
translate: {デックdeqの[先頭|最初|左[|側]]に|[[リスト|タプル|配列]|列|イテラブル|]iterableの[各|][要素|[値|データ]]を[|順に]}[追加する|[付け|つけ]加える]	deq.extendleft(iterable)	translate: デックdeqの先頭にリストiterableの各要素を追加する	deq = collections.deque();_;deq	deque([4, 2, 1, 0])
translate: {デックdeqの[末尾|最後|右[|側]]に|[[リスト|タプル|配列]|列|イテラブル|]iterableの[各|][要素|[値|データ]]を[|順に]}[追加する|[付け|つけ]加える]	deq.extend(iterable)	translate: デックdeqの末尾にリストiterableの各要素を追加する	deq = collections.deque();_;deq	deque([0, 1, 2, 4])
translate: {デックdeqのn番目に|[文字列|オブジェクト|]elementを}[挿入する|[途中|]追加する]	deq.insert(n, element)	translate: デックdeqのn番目に文字列elementを挿入する	deq = collections.deque();_;deq	deque([2])
translate: {デックdeqの[先頭|最初|左[|側]]から|[要素|[値|データ]]を}[取り除く|取り出す|削除する]	deq.popleft()	translate: デックdeqの最初から要素を取り除く	deq = collections.deque([1,2]);_;deq	deque([2])
translate: デックdeqを[デキューする|dequeue|要素を出す]	deq.popleft()	translate: デックdeqをデキューする	deq = collections.deque([1,2]);_;deq	deque([2])
translate: {デックdeqの[末尾|最後|右[|側]]から|[要素|[値|データ]]を}[取り除く|取り出す|削除する]	deq.pop()	translate: 要素をデックdeqの末尾から取り除く	deq = collections.deque([1,2]);_;deq	deque([1])
translate: デックdeq[を|から]ポップする	deq.pop()	translate: デックdeqからポップする	deq = collections.deque([1,2]);_;deq	deque([1])
translate: {デックdeqから|最初の[文字列|オブジェクト|]elementを}[取り除く|取り出す|削除する]	deq.remove(element)	translate: デックdeqから最初の文字列elementを取り除く	deq = collections.deque([1,2]);_;deq	deque([1])
translate: デックdeqを[空にする|クリアする|全て取り除く]	deq.clear()	translate: デックdeqを空にする	deq = collections.deque([1,2]);_;deq	deque([])
translate: {デックdeqの[[要素|[値|データ]]|[順序|順[|番]]]を|[右に|]|[|[ひとつ|一つ]]}[ローテートする|[持ち|]回す|ローテーションする]	deq.rotate()	translate: 右にデックdeqの値をローテートする	deq = collections.deque([1,2]);_;deq	deque([2, 1])
translate: {デックdeqの[[要素|[値|データ]]|[順序|順[|番]]]を|[右に|]|n個分}[ローテートする|[持ち|]回す|ローテーションする]	deq.rotate(n)	translate: デックdeqの要素を右にn個分ローテートする	deq = collections.deque([1,2]);_;deq	deque([2, 1])
translate: {デックdeqの[[要素|[値|データ]]|[順序|順[|番]]]を|左に|n個分}[ローテートする|[持ち|]回す|ローテーションする]	deq.rotate(-n)	translate: 左にn個分デックdeqの要素をローテートする	deq = collections.deque([1,2]);_;deq	deque([2, 1])
translate: デックdeqの[最大長|上限[|長||制限された長さ]][|を得る]	deq.maxlen	translate: デックdeqの最大長	deq = collections.deque([1,2],maxlen=2);_	2
translate: デックdeqの[大きさ|[要素|[値|データ]]数|サイズ|長さ][|を[求める|計算する|算出する]]	len(deq)	translate: デックdeqの大きさを求める	deq = collections.deque([1,2]);_	2
translate: デックdeq[が|は]空[|である][か[|どうか][調べる||[確認|判定|テスト]する]|]	len(deq) == 0	translate: デックdeqが空か調べる	deq = collections.deque([1,2]);_	False
translate: デックdeq[が|は]空でない[か[|どうか][調べる||[確認|判定|テスト]する]|]	len(deq) != 0	translate: デックdeqが空でないか調べる	deq = collections.deque([1,2]);_	True
translate: デックdeq[|の[中|内]]に[文字列|オブジェクト|]element[が|は][含まれてる|存在する|ある][か[|どうか][調べる||[確認|判定|テスト]する]|]	element in deq	translate: デックdeqに文字列elementが含まれてるか調べる	deq = collections.deque([1,2]);_	True
translate: デックdeqの[先頭|最初|左[|側]][|の[要素|[値|データ]]][|を得る]	deq[0]	translate: デックdeqの先頭	deq = collections.deque([1,2]);_	1
translate: デックdeqの[末尾|最後|右[|側]][|の[要素|[値|データ]]][|を得る]	deq[-1]	translate: デックdeqの右	deq = collections.deque([1,2]);_	2
translate: デックdeqのn番目[|の[要素|[値|データ]]][|を得る]	deq[n]	translate: デックdeqのn番目	deq = collections.deque([1,2]);_	2
translate: デックdeqのn〜n2の[部分|][要素|[値|データ]][|を得る]	collections.deque(itertools.islice(deq, n, n2))	translate: デックdeqのn〜n2の部分要素	deq = collections.deque([1,2,1,2,1,2]);_	deque([2, 1])
translate: デックdeqのn番目からn2[番目[|まで]]の[部分|][要素|[値|データ]][|を得る]	collections.deque(itertools.islice(deq, n, n2))	translate: デックdeqのn番目からn2番目の部分要素	deq = collections.deque([1,2,1,2,1,2]);_	deque([2, 1])
translate: デックdeq中の[文字列|オブジェクト|]elementの[インデックス|位置][|を得る]	deq.index(element)	translate: デックdeq中の文字列elementのインデックス	deq = collections.deque([1,2]);_	1
translate: デックdeq中の[文字列|オブジェクト|]element[の[数|出現数]を[数える|数える]	deq.count(element)	translate: デックdeq中の文字列element[の数を数える	deq = collections.deque([1,2]);_	1
translate: {デックdeqの[要素|[値|データ]]を|[インプレースに|]}[反転する|逆順にする|逆に並べ直す]	deq.reverse()	translate: デックdeqの要素を反転する	deq = collections.deque([1,2]);_;deq	deque([2, 1])
translate: 逆順のデックdeqを得る	reversed(deq)	translate: 逆順のデックdeqを得る	deq = collections.deque([1,2]);list(_)	[2, 1]
translate: デックdeqをリストに[変換|]する	list(deq)	translate: デックdeqをリストに変換する	deq = collections.deque([1,2]);_	[1, 2]
translate: デックdeqをタプルに[変換|]する	tuple(deq)	translate: デックdeqをタプルにする	deq = collections.deque([1,2]);_	(1, 2)
translate: {[|新しい][空の|][多重集合|カウンタ|多重集合|計数[オブジェクト|ツール]|カウンタ]を|[新しく|新たに|]}[[[作る|作成する]|[|新規]生成する|[用意|準備]する]|用意する]	collections.Counter()	translate: 新しく空の多重集合を作る	_	Counter()
translate: {[[リスト|タプル|配列]|列|イテラブル|]iterableから|[|新しい][多重集合|カウンタ|多重集合|計数[オブジェクト|ツール]|カウンタ]を|新規に}[[作る|作成する]|[|新規]生成する|[用意|準備]する]	collections.Counter(iterable)	translate: 多重集合を新規にリストiterableから作る	_	Counter({0: 1, 1: 1, 2: 1, 4: 1})
translate: {[辞書|カウンタ|マッピング]amapから|[|新しい][多重集合|カウンタ|多重集合|計数[オブジェクト|ツール]|カウンタ]を|新規に}[[作る|作成する]|[|新規]生成する|[用意|準備]する]	collections.Counter(amap)	translate: 辞書amapから新規に多重集合を作る	amap={'A':2, 'B':1};_	Counter({'A': 2, 'B': 1})
translate: {[|新しい][空の|][多重集合|カウンタ|多重集合|計数[オブジェクト|ツール]|カウンタ]を|[新しく|新たに|]}[[作って|作成して]|[|新規]生成して|[用意|準備]して][、|]X[に[代入|]する|とする]	X = collections.Counter()	translate: 空の多重集合を新しく作って、Xとする	_;X	Counter()
translate: {[[リスト|タプル|配列]|列|イテラブル|]iterableから|[|新しい][多重集合|カウンタ|多重集合|計数[オブジェクト|ツール]|カウンタ]を|新規に}[[作って|作成して]|[|新規]生成して|[用意|準備]して][、|]X[に[代入|]する|とする]	X = collections.Counter(iterable)	translate: リストiterableから多重集合を新規に作って、Xにする	_;X	Counter({0: 1, 1: 1, 2: 1, 4: 1})
translate: {[辞書|カウンタ|マッピング]amapから|[|新しい][多重集合|カウンタ|多重集合|計数[オブジェクト|ツール]|カウンタ]を|新規に}[[作って|作成して]|[|新規]生成して|[用意|準備]して][、|]X[に[代入|]する|とする]	X = collections.Counter(amap)	translate: 辞書amapから多重集合を新規に作って、Xに代入する	amap={'A':2, 'B':1};_;X	Counter({'A': 2, 'B': 1})
translate: カウンタcの[それぞれの|各|][項目|[要素|キー]|[文字列|値]]を[[、|]その|][カウント|出現][の回数|[回|]数|分の回数]だけ[列挙する|リストとして得る]	c.elements()	translate: カウンタcのそれぞれの項目を、そのカウントの回数だけ列挙する	c=collections.Counter(A=2,B=1);list(_)	['A', 'A', 'B']
translate: カウンタcを[カウント|出現][|[の回数|[回|]数|分の回数]][が|の]多い[順に|順番に|方から][列挙する|リストとして得る]	c.most_common()	translate: カウンタcをカウントが多い順に列挙する	c=collections.Counter(A=2,B=1);_	[('A', 2), ('B', 1)]
translate: カウンタcを高頻出[|な][順に|順番に|方から][列挙する|リストとして得る]	c.most_common()	translate: カウンタcを高頻出順に列挙する	c=collections.Counter(A=2,B=1);_	[('A', 2), ('B', 1)]
translate: カウンタcを[カウント|出現][|[の回数|[回|]数|分の回数]][が|の]少ない[順に|順番に|方から][列挙する|リストとして得る]	c.most_common()[::-1]	translate: カウンタcをカウントが少ない順に列挙する	c=collections.Counter(A=2,B=1);_	[('B', 1), ('A', 2)]
translate: カウンタcを低頻出[|な][順に|順番に|方から][列挙する|リストとして得る]	c.most_common()[::-1]	translate: カウンタcを低頻出順に列挙する	c=collections.Counter(A=2,B=1);_	[('B', 1), ('A', 2)]
translate: カウンタcを[上位n個|上位n位まで][カウント|出現][|[の回数|[回|]数|分の回数]][が|の]多い[順に|順番に|方から][列挙する|リストとして得る]	c.most_common(n)	translate: カウンタcを上位n個カウントが多い順に列挙する	c=collections.Counter(A=2,B=1);_	[('A', 2)]
translate: カウンタcから高頻出[|な][項目|[要素|キー]|[文字列|値]]をn個[、|]リストとして得る	c.most_common(n)	translate: カウンタcから高頻出項目をn個、リストとして得る	c=collections.Counter(A=2,B=1);_	[('A', 2)]
translate: カウンタcを[下位n個|下位n位まで][カウント|出現][|[の回数|[回|]数|分の回数]][が|の]少ない[順に|順番に|方から][列挙する|リストとして得る]	c.most_common()[:-n-1:-1]	translate: カウンタcを下位n個カウントが少ない順に列挙する	c=collections.Counter(A=2,B=1);_	[('B', 1)]
translate: カウンタcから低頻出[|な][項目|[要素|キー]|[文字列|値]]をn個[、|]リストとして得る	c.most_common()[:-n-1:-1]	translate: カウンタcから低頻出項目をn個、リストとして得る	c=collections.Counter(A=2,B=1);_	[('B', 1)]
translate: カウンタcから[最頻出|最も頻出|最もカウント数の多い]の[項目|[要素|キー]|[文字列|値]]を[得る|[求める|計算する|算出する]]	c.most_common(0)[0]	translate: カウンタcから最頻出の項目を得る	c=collections.Counter(A=2,B=1);_	(IndexError('list index out of range'), 'c=collections.Counter(A=2,B=1);_')
translate: カウンタcから[最頻出|最も頻出|最もカウント数の多い]の[項目|[要素|キー]|[文字列|値]][の回数|[回|]数|分の回数]を[得る|[求める|計算する|算出する]]	c.most_common(0)[1]	translate: カウンタcから最頻出の項目の回数を得る	c=collections.Counter(A=2,B=1);_	(IndexError('list index out of range'), 'c=collections.Counter(A=2,B=1);_')
translate: {カウンタcに|[[リスト|タプル|配列]|列|イテラブル|]iterable[|の[カウント|出現][|[の回数|[回|]数|分の回数]]]を}[追加する|増やす]	c.update(iterable)	translate: カウンタcにリストiterableを追加する	c=collections.Counter(iterable);_	None
translate: {カウンタcに|[辞書|カウンタ|マッピング]amapを}[追加する|増やす]	c.update(amap)	translate: カウンタcに辞書amapを追加する	c=collections.Counter(A=2,B=1);amap={'A':2, 'B':1};_	None
translate: {カウンタcから|[[リスト|タプル|配列]|列|イテラブル|]iterable[|の[カウント|出現][|[の回数|[回|]数|分の回数]]]を}[引く|減らす]	c.subtract(iterable)	translate: カウンタcからリストiterableを減らす	c=collections.Counter(iterable);_	None
translate: カウンタcから[辞書|カウンタ|マッピング]amapを[引く|減らす]	c.subtract(amap)	translate: カウンタcから辞書amapを引く	c=collections.Counter(A=2,B=1);amap={'A':2, 'B':1};_	None
translate: カウンタc内の[文字列|オブジェクト|]element[項目|[要素|キー]|[文字列|値]]を[|[ひとつ|一つ]]増やす	c[element] += 1	translate: カウンタc内の文字列element項目を増やす	c=collections.Counter(iterable);_;c[element]	2
translate: カウンタc内の[文字列|オブジェクト|]element[項目|[要素|キー]|[文字列|値]]の[カウント|出現][|[の回数|[回|]数|分の回数]][|を得る]	c[element]	translate: カウンタc内の文字列element項目のカウント	c=collections.Counter(iterable);_	1
translate: カウンタcの[トータル|全][カウント|出現][|[の回数|[回|]数|分の回数]][|を得る]	c.total()	translate: カウンタcのトータルカウント	c=collections.Counter(A=2,B=1);_	"(AttributeError(""'Counter' object has no attribute 'total'""), 'c=collections.Counter(A=2,B=1);_')"
translate: カウンタcの全数[|を得る]	c.total()	translate: カウンタcの全数	c=collections.Counter(A=2,B=1);_	"(AttributeError(""'Counter' object has no attribute 'total'""), 'c=collections.Counter(A=2,B=1);_')"
translate: カウンタcの[項目|[要素|キー]|[文字列|値]]一覧[|を得る]	c.keys()	translate: カウンタcの項目一覧	c=collections.Counter(A=2,B=1);_	dict_keys(['A', 'B'])
translate: カウンタcの[項目|[要素|キー]|[文字列|値]]数[|を得る]	len(c)	translate: カウンタcの項目数	c=collections.Counter(A=2,B=1);_	2
translate: カウンタcを[リセット|クリア|ゼロに]する	c.clear()	translate: カウンタcをリセットする	c=collections.Counter(A=2,B=1);_;c	Counter()
translate: カウンタcのユニークな[項目|[要素|キー]|[文字列|値]]を[列挙する|リストとして得る]	list(c)	translate: カウンタcのユニークな項目を列挙する	c=collections.Counter(A=2,B=1);_	['A', 'B']
translate: カウンタcをリストに[変換|]する	list(c)	translate: カウンタcをリストに変換する	c=collections.Counter(A=2,B=1);_	['A', 'B']
translate: カウンタcを[集合|セット]に[変換|]する	set(c)	translate: カウンタcを集合に変換する	c=collections.Counter(A=2,B=1);_	{'B', 'A'}
translate: カウンタcを辞書に[変換|]する	dict(c)	translate: カウンタcを辞書に変換する	c=collections.Counter(A=2,B=1);_	{'A': 2, 'B': 1}
translate: カウンタcをペアリストに[変換|]する	c.items()	translate: カウンタcをペアリストに変換する	c=collections.Counter(A=2,B=1);_	dict_items([('A', 2), ('B', 1)])
translate: ペアリストpairsからカウンタを[[[作る|作成する]|[|新規]生成する|[用意|準備]する]|構築する]	collections.Counter(dict(pairs))	translate: ペアリストpairsからカウンタを作る	pairs=[('A',1)];_	Counter({'A': 1})
translate: カウンタcから0[以下の|][カウント|出現]を[取り除く|取り出す|削除する]	+c	translate: カウンタcから0以下のカウントを取り除く	c=collections.Counter(A=2,B=1);_	Counter({'A': 2, 'B': 1})
translate: カウンタcの正の[数|[カウント|出現]][のみ|だけ]残す	+c	translate: カウンタcの正の数のみ残す	c=collections.Counter(A=2,B=1);_	Counter({'A': 2, 'B': 1})
translate: カウンタcとカウンタc2の[インターセクション|積集合|共通部分|[交わり|交差]|インターセクション][|を[求める|計算する|算出する]|を得る]	c & c2	translate: カウンタcとカウンタc2のインターセクション	c=collections.Counter(A=2,B=1);c2=c;_	Counter({'A': 2, 'B': 1})
translate: カウンタcとカウンタc2に共通する[要素|[値|データ]]からなる[多重集合|カウンタ|多重集合|計数[オブジェクト|ツール]|カウンタ][|を[求める|計算する|算出する]|を得る]	c & c2	translate: カウンタcとカウンタc2に共通する要素からなる多重集合	c=collections.Counter(A=2,B=1);c2=c;_	Counter({'A': 2, 'B': 1})
translate: カウンタc∩カウンタc2 	c & c2	translate: カウンタc∩カウンタc2 	c=collections.Counter(A=2,B=1);c2=c;_	Counter({'A': 2, 'B': 1})
translate: カウンタcとカウンタc2の[ユニオン|和集合][|を[求める|計算する|算出する]|を得る]	c | c2	translate: カウンタcとカウンタc2のユニオン	c=collections.Counter(A=2,B=1);c2=c;_	Counter({'A': 2, 'B': 1})
translate: カウンタc∪カウンタc2 	c | c2	translate: カウンタc∪カウンタc2 	c=collections.Counter(A=2,B=1);c2=c;_	Counter({'A': 2, 'B': 1})
translate: 文字列sの名前を持ち[、|]リストalist3のプロパティ[を持った|のある][名前付きタプル|[構造体|簡易クラス]]を[定義する|[[作る|作成する]|[|新規]生成する|[用意|準備]する]]	collections.namedtuple(s, alist3)	translate: 文字列sの名前を持ち、リストalist3のプロパティを持った名前付きタプルを定義する	_	"(ValueError(""Type names and field names must be valid identifiers: ' ABC abc 123あ'""), '_')"
translate: 文字列sの名前を持ち[、|]文字列s2のプロパティ[を持った|のある][名前付きタプル|[構造体|簡易クラス]]を[定義する|[[作る|作成する]|[|新規]生成する|[用意|準備]する]]	collections.namedtuple(s, s2)	translate: 文字列sの名前を持ち、文字列s2のプロパティを持った名前付きタプルを定義する	_	"(ValueError(""Type names and field names must be valid identifiers: ' ABC abc 123あ'""), '_')"
translate: クラスC[が|は][名前付きタプル|[構造体|簡易クラス]][か[|どうか][調べる||[確認|判定|テスト]する]|]	issubclass(C, tuple)	translate: クラスCが名前付きタプルか調べる	C=collections.namedtuple('C', 'x y z w');_	True
