trans: [|]x2を[|]xとする	x = x2	trans: x2をxとする	$$;x	3.0
trans: [|]xの[|]x2乗して[|]x3による余り[|を[計算する|求める]]	pow(x, x2, x3)	trans: xのx2乗してx3による余り	$$	[31mpow() 3rd argument not allowed unless all arguments are integers[0m
trans: [|]xの小数点[以下]を[丸める|四捨五入する]	round(x)	trans: xの小数点以下を丸める	$$	2
trans: [|]xを[の|を]小数点[以下]第一位で[丸める|四捨五入する]	round(x, 1)	trans: xをの小数点以下第一位で丸める	$$	1.5
trans: [|]x[の|を]小数点[以下]第[|]n位で[丸める|四捨五入する]	round(x, n)	trans: xの小数点第n位で丸める	$$	1.5
trans: [|]x[の|を]十の位で[丸める|四捨五入する]	round(x, -1)	trans: xの十の位で丸める	$$	0.0
trans: [|]x[の|を]百の位で[丸める|四捨五入する]	round(x, -2)	trans: xの百の位で丸める	$$	0.0
trans: [|]x[の|を]千の位で[丸める|四捨五入する]	round(x, -3)	trans: xの千の位で丸める	$$	0.0
trans: [|]x[、|][|]x2[、|][|]x3の[|[[の|][中|内]で|で]|うち][最大値|[最も大きい値|最大の値|一番小さい値]][|を[求める|[計算する|求める]|算出する]]	max(x, x2, x3)	trans: x、x2、x3の最大値	$$	3.0
trans: [|]x[、|][|]x2[、|][|]x3の[|[[の|][中|内]で|で]|うち][最小値|[最も小さい値|最小の値|一番小さい値]][|を[求める|[計算する|求める]|算出する]]	min(x, x2, x3)	trans: x、x2、x3のうち最小値	$$	0.19
trans: [|]xを[浮動小数点数型|浮動小数点数|実数]に[変換|]する	float(x)	trans: xを浮動小数点数型に変換する	$$	1.5
trans: [|]xを[整数型|整数]に[変換|]する	int(x)	trans: xを整数型に変換する	$$	1
trans: [|]xを[文字列型|文字列]に[変換|]する	str(x)	trans: xを文字列型に変換する	$$	1.5
trans: [|]nかつ[|]n2	n and n2	trans: nかつn2	$$	3
trans: [|]nまたは[|]n2	n or n2	trans: nまたはn2	$$	1
trans: [|]nではない	not n	trans: nではない	$$	False
trans: 真	True	trans: 真	$$	True
trans: 偽	False	trans: 偽	$$	False
trans: 未定値	None	trans: 未定値	$$	None
trans: [コレクション|[両端キュー|[双方向キュー|デック]|[キュー|スタック]|deque[|オブジェクト]]|カウンタ|[名前付きタプル|[構造体|簡易クラス]]]を[使う|用いる|使用する]	import collections	trans: コレクションを使う	$$;type(collections)	<class 'module'>
trans: {[空の|][両端キュー|[双方向キュー|デック]|[キュー|スタック]|deque[|オブジェクト]]を|[新しく|新たに|]}[[作る|作成する]|[|新規]生成する|[用意|準備]する]	collections.deque()	trans: 新しく空の両端キューを作る	$$	deque([])
trans: {[[リスト|タプル|配列]|列|イテラブル|]iterableから|[両端キュー|[双方向キュー|デック]|[キュー|スタック]|deque[|オブジェクト]]を|[新しく|新たに|]}[[作る|作成する]|[|新規]生成する|[用意|準備]する]	collections.deque(iterable)	trans: リストiterableからキューを新しく作る	$$	deque([0, 1, 2, 4])
trans: [[リスト|タプル|配列]|列|イテラブル|]iterableを[両端キュー|[双方向キュー|デック]|[キュー|スタック]|deque[|オブジェクト]]に[変換|]する	collections.deque(iterable)	trans: リストiterableを両端キューにする	$$	deque([0, 1, 2, 4])
trans: {[最大長|上限[|長||制限された長さ]]を[|]nに[|制限]して|[両端キュー|[双方向キュー|デック]|[キュー|スタック]|deque[|オブジェクト]]を|[新しく|新たに|]}[[作る|作成する]|[|新規]生成する|[用意|準備]する]	collections.deque(maxlen=n)	trans: 最大長をnにして両端キューを新しく作る	$$	deque([], maxlen=1)
trans: {[最大長|上限[|長||制限された長さ]][|]nの[両端キュー|[双方向キュー|デック]|[キュー|スタック]|deque[|オブジェクト]]を|[新しく|新たに|]}[[作る|作成する]|[|新規]生成する|[用意|準備]する]	collections.deque(maxlen=n)	trans: 新たに最大長nの両端キューを作る	$$	deque([], maxlen=1)
trans: {[最大長|上限[|長||制限された長さ]]を[|]nに[|制限]して|[[リスト|タプル|配列]|列|イテラブル|]iterableから|[両端キュー|[双方向キュー|デック]|[キュー|スタック]|deque[|オブジェクト]]を|[|[新しく|新たに|]]}[[作る|作成する]|[|新規]生成する|[用意|準備]する]	collections.deque(iterable, maxlen=n)	trans: 両端キューを配列iterableから最大長をnにして生成する	$$	deque([4], maxlen=1)
trans: {[最大長|上限[|長||制限された長さ]][|]nの[両端キュー|[双方向キュー|デック]|[キュー|スタック]|deque[|オブジェクト]]を|[[リスト|タプル|配列]|列|イテラブル|]iterableから|[|[新しく|新たに|]]}[[作る|作成する]|[|新規]生成する|[用意|準備]する]	collections.deque(iterable, maxlen=n)	trans: 最大長nの両端キューをリストiterableから作る	$$	deque([4], maxlen=1)
trans: [[リスト|タプル|配列]|列|イテラブル|]iterableの[テイルフィルタ|tailフィルタ]を[[作る|作成する]|[|新規]生成する|[用意|準備]する]	collections.deque(iterable, maxlen=n)	trans: リストiterableのテイルフィルタを作る	$$	deque([4], maxlen=1)
trans: {[空の|][両端キュー|[双方向キュー|デック]|[キュー|スタック]|deque[|オブジェクト]]を|[新しく|新たに|]}[[作って|作成して]|[|新規]生成して|[用意|準備]して][、|]X[に[代入|]する|とする]	X = collections.deque()	trans: 空の両端キューを新しく生成して、Xに代入する	$$;X	deque([])
trans: {[[リスト|タプル|配列]|列|イテラブル|]iterableから|[両端キュー|[双方向キュー|デック]|[キュー|スタック]|deque[|オブジェクト]]を|[新しく|新たに|]}[[作って|作成して]|[|新規]生成して|[用意|準備]して][、|]X[に[代入|]する|とする]	X = collections.deque(iterable)	trans: 両端キューをリストiterableから新しく作って、Xにする	$$;X	deque([0, 1, 2, 4])
trans: {[最大長|上限[|長||制限された長さ]]を[|]nに[|制限]して|[両端キュー|[双方向キュー|デック]|[キュー|スタック]|deque[|オブジェクト]]を|[新しく|新たに|]}[[作って|作成して]|[|新規]生成して|[用意|準備]して][、|]X[に[代入|]する|とする]	X = collections.deque(maxlen=n)	trans: 新たに両端キューを最大長をnにして作って、Xに代入する	$$;X	deque([], maxlen=1)
trans: {[最大長|上限[|長||制限された長さ]][|]nの[両端キュー|[双方向キュー|デック]|[キュー|スタック]|deque[|オブジェクト]]を|[新しく|新たに|]}[[作る|作成する]|[|新規]生成する|[用意|準備]する]	X = collections.deque(maxlen=n)	trans: 最大長nの両端キューを新しく作る	$$;X	deque([], maxlen=1)
trans: {[最大長|上限[|長||制限された長さ]]を[|]nに[|制限]して|[[リスト|タプル|配列]|列|イテラブル|]iterableから|[両端キュー|[双方向キュー|デック]|[キュー|スタック]|deque[|オブジェクト]]を|[|[新しく|新たに|]]}[[作って|作成して]|[|新規]生成して|[用意|準備]して][、|]X[に[代入|]する|とする]	X = collections.deque(iterable, maxlen=n)	trans: 最大長をnに制限してリストiterableから双方向キューを作って、Xに代入する	$$;X	deque([4], maxlen=1)
trans: {[最大長|上限[|長||制限された長さ]][|]nの[両端キュー|[双方向キュー|デック]|[キュー|スタック]|deque[|オブジェクト]]を|[[リスト|タプル|配列]|列|イテラブル|]iterableから|[|[新しく|新たに|]]}[[作って|作成して]|[|新規]生成して|[用意|準備]して][、|]X[に[代入|]する|とする]	X = collections.deque(iterable, maxlen=n)	trans: 最大長nの両端キューをリストiterableから用意して、Xに代入する	$$;X	deque([4], maxlen=1)
trans: {[デック|]deqの[先頭|最初|左[|側]]に|[文字列|オブジェクト|]elementを}[追加する|[付け|つけ]加える]	deq.appendleft(element)	trans: デックdeqの先頭に文字列elementを追加する	deq = collections.deque();$$;deq	deque([2])
trans: {[デック|]deqに|[文字列|オブジェクト|]elementを}[エンキューする|enqueueする|データを入れる]	deq.appendleft(element)	trans: 文字列elementをデックdeqにエンキューする	deq = collections.deque();$$;deq	deque([2])
trans: {[デック|]deqの[末尾|最後|右[|側]]に|[文字列|オブジェクト|]elementを}[追加する|[付け|つけ]加える]	deq.append(element)	trans: デックdeqの末尾に文字列elementを追加する	deq = collections.deque();$$;deq	deque([2])
trans: {[デック|]deqに|[文字列|オブジェクト|]elementを}[プッシュする|詰む|スタックする]	deq.append(element)	trans: デックdeqに文字列elementをプッシュする	deq = collections.deque();$$;deq	deque([2])
trans: {[デック|]deqの[先頭|最初|左[|側]]に|[[リスト|タプル|配列]|列|イテラブル|]iterableの[各|][要素|[値|データ]]を[|順に]}[追加する|[付け|つけ]加える]	deq.extendleft(iterable)	trans: デックdeqの先頭にリストiterableの各要素を追加する	deq = collections.deque();$$;deq	deque([4, 2, 1, 0])
trans: {[デック|]deqの[末尾|最後|右[|側]]に|[[リスト|タプル|配列]|列|イテラブル|]iterableの[各|][要素|[値|データ]]を[|順に]}[追加する|[付け|つけ]加える]	deq.extend(iterable)	trans: デックdeqの末尾にリストiterableの各要素を追加する	deq = collections.deque();$$;deq	deque([0, 1, 2, 4])
trans: {[デック|]deqの[|]n番目に|[文字列|オブジェクト|]elementを}[挿入する|[途中|]追加する]	deq.insert(n, element)	trans: デックdeqのn番目に文字列elementを挿入する	deq = collections.deque();$$;deq	deque([2])
trans: {[デック|]deqの[先頭|最初|左[|側]]から|[要素|[値|データ]]を}[取り除く|取り出す|削除する]	deq.popleft()	trans: 要素をデックdeqの先頭から取り除く	deq = collections.deque([1,2]);$$;deq	deque([2])
trans: [デック|]deqを[デキューする|dequeue|要素を出す]	deq.popleft()	trans: デックdeqをdequeue	deq = collections.deque([1,2]);$$;deq	deque([2])
trans: {[デック|]deqの[末尾|最後|右[|側]]から|[要素|[値|データ]]を}[取り除く|取り出す|削除する]	deq.pop()	trans: deqの末尾から要素を取り除く	deq = collections.deque([1,2]);$$;deq	deque([1])
trans: [デック|]deq[を|から]ポップする	deq.pop()	trans: デックdeqをポップする	deq = collections.deque([1,2]);$$;deq	deque([1])
trans: {[デック|]deqから|最初の[文字列|オブジェクト|]elementを}[取り除く|取り出す|削除する]	deq.remove(element)	trans: デックdeqから最初の文字列elementを取り出す	deq = collections.deque([1,2]);$$;deq	deque([1])
trans: [デック|]deqを[空にする|クリアする|全て取り除く]	deq.clear()	trans: デックdeqを空にする	deq = collections.deque([1,2]);$$;deq	deque([])
trans: {[デック|]deqの[[要素|[値|データ]]|[順序|順[|番]]]を|[右に|]|[|[ひとつ|一つ]]}[ローテートする|[持ち|]回す|ローテーションする]	deq.rotate()	trans: デックdeqの要素を右にローテートする	deq = collections.deque([1,2]);$$;deq	deque([2, 1])
trans: {[デック|]deqの[[要素|[値|データ]]|[順序|順[|番]]]を|[右に|]|[|]n個分}[ローテートする|[持ち|]回す|ローテーションする]	deq.rotate(n)	trans: デックdeqの要素を右にn個分ローテートする	deq = collections.deque([1,2]);$$;deq	deque([2, 1])
trans: {[デック|]deqの[[要素|[値|データ]]|[順序|順[|番]]]を|左に|[|]n個分}[ローテートする|[持ち|]回す|ローテーションする]	deq.rotate(-n)	trans: デックdeqの要素を左にn個分ローテートする	deq = collections.deque([1,2]);$$;deq	deque([2, 1])
trans: [デック|]deqの[最大長|上限[|長||制限された長さ]][|を[使う|見る|求める]]	deq.maxlen	trans: デックdeqの最大長	deq = collections.deque([1,2],maxlen=2);$$	2
trans: [デック|]deqの[大きさ|[要素|[値|データ]]数|サイズ|長さ][|を[求める|計算する|算出する]]	len(deq)	trans: deqの要素数	deq = collections.deque([1,2]);$$	2
trans: [デック|]deq[が|は]空[|である][か[|どうか][調べる||[確認|判定|テスト]する]|]	len(deq) == 0	trans: デックdeqが空か調べる	deq = collections.deque([1,2]);$$	False
trans: [デック|]deq[が|は]空でない[か[|どうか][調べる||[確認|判定|テスト]する]|]	len(deq) != 0	trans: デックdeqが空でないか調べる	deq = collections.deque([1,2]);$$	True
trans: [デック|]deq[[|の][中|内]に|に][文字列|オブジェクト|]element[が|は][含まれてる|存在する|ある][か[|どうか][調べる||[確認|判定|テスト]する]|]	element in deq	trans: デックdeq中に文字列elementが含まれてるか調べる	deq = collections.deque([1,2]);$$	True
trans: [デック|]deqの[先頭|最初|左[|側]][|の[要素|[値|データ]]][|を[使う|見る|求める]]	deq[0]	trans: デックdeqの先頭	deq = collections.deque([1,2]);$$	1
trans: [デック|]deqの[末尾|最後|右[|側]][|の[要素|[値|データ]]][|を[使う|見る|求める]]	deq[-1]	trans: デックdeqの末尾	deq = collections.deque([1,2]);$$	2
trans: [デック|]deqの[|]n番目[|の[要素|[値|データ]]][|を[使う|見る|求める]]	deq[n]	trans: デックdeqのn番目を使う	deq = collections.deque([1,2]);$$	2
trans: [デック|]deqの[|]n〜[|]n2の[部分|][要素|[値|データ]][|を[使う|見る|求める]]	collections.deque(itertools.islice(deq, n, n2))	trans: デックdeqのn〜n2の部分要素	deq = collections.deque([1,2,1,2,1,2]);$$	deque([2, 1])
trans: [デック|]deqの[|]n番目から[|]n2[番目[|まで]]の[部分|][要素|[値|データ]][|を[使う|見る|求める]]	collections.deque(itertools.islice(deq, n, n2))	trans: デックdeqのn番目からn2の部分要素	deq = collections.deque([1,2,1,2,1,2]);$$	deque([2, 1])
trans: [デック|]deq中の[文字列|オブジェクト|]elementの[インデックス|位置][|を[使う|見る|求める]]	deq.index(element)	trans: デックdeq中の文字列elementのインデックス	deq = collections.deque([1,2]);$$	1
trans: [デック|]deq中の[文字列|オブジェクト|]element[の[数|出現数]を[数える]	deq.count(element)	trans: デックdeq中の文字列element[の数を数える	deq = collections.deque([1,2]);$$	1
trans: {[デック|]deqの[要素|[値|データ]]を|[インプレースに|]}[反転する|逆順にする|逆に並べ直す]	deq.reverse()	trans: デックdeqの要素をインプレースに反転する	deq = collections.deque([1,2]);$$;deq	deque([2, 1])
trans: 逆順の[デック|]deqを[使う|見る|求める]	reversed(deq)	trans: 逆順のデックdeqを使う	deq = collections.deque([1,2]);list($$)	[2, 1]
trans: [デック|]deqをリストに[変換|]する	list(deq)	trans: デックdeqをリストに変換する	deq = collections.deque([1,2]);$$	[1, 2]
trans: [デック|]deqをタプルに[変換|]する	tuple(deq)	trans: デックdeqをタプルに変換する	deq = collections.deque([1,2]);$$	(1, 2)
trans: {[|新しい][空の|][カウンタ|多重集合|計数[オブジェクト|ツール]|カウンタ]を|[新しく|新たに|]}[[[作る|作成する]|[|新規]生成する|[用意|準備]する]|用意する]	collections.Counter()	trans: 新しく空のカウンタを作る	$$	Counter()
trans: {[[リスト|タプル|配列]|列|イテラブル|]iterableから|[|新しい][カウンタ|多重集合|計数[オブジェクト|ツール]|カウンタ]を|新規に}[[作る|作成する]|[|新規]生成する|[用意|準備]する]	collections.Counter(iterable)	trans: リストiterableから新規にカウンタを作る	$$	Counter({0: 1, 1: 1, 2: 1, 4: 1})
trans: {[辞書|カウンタ|マッピング]amapから|[|新しい][カウンタ|多重集合|計数[オブジェクト|ツール]|カウンタ]を|新規に}[[作る|作成する]|[|新規]生成する|[用意|準備]する]	collections.Counter(amap)	trans: 辞書amapからカウンタを新規に作る	amap={'A':2, 'B':1};$$	Counter({'A': 2, 'B': 1})
trans: {[|新しい][空の|][カウンタ|多重集合|計数[オブジェクト|ツール]|カウンタ]を|[新しく|新たに|]}[[作って|作成して]|[|新規]生成して|[用意|準備]して][、|]X[に[代入|]する|とする]	X = collections.Counter()	trans: 新しく空のカウンタを作って、Xに代入する	$$;X	Counter()
trans: {[[リスト|タプル|配列]|列|イテラブル|]iterableから|[|新しい][カウンタ|多重集合|計数[オブジェクト|ツール]|カウンタ]を|新規に}[[作って|作成して]|[|新規]生成して|[用意|準備]して][、|]X[に[代入|]する|とする]	X = collections.Counter(iterable)	trans: リストiterableからカウンタを新規に作って、Xとする	$$;X	Counter({0: 1, 1: 1, 2: 1, 4: 1})
trans: {[辞書|カウンタ|マッピング]amapから|[|新しい][カウンタ|多重集合|計数[オブジェクト|ツール]|カウンタ]を|新規に}[[作って|作成して]|[|新規]生成して|[用意|準備]して][、|]X[に[代入|]する|とする]	X = collections.Counter(amap)	trans: 辞書amapから計数オブジェクトを新規に作って、Xとする	amap={'A':2, 'B':1};$$;X	Counter({'A': 2, 'B': 1})
trans: [カウンタ|]cの[それぞれの|各|][項目|[要素|キー]|[文字列|値]]を[[、|]その|][カウント|出現][[回|]数|分の回数]だけ[列挙する|リストとして得る]	c.elements()	trans: カウンタcのそれぞれの項目を、そのカウント回数だけ列挙する	c=collections.Counter(A=2,B=1);list($$)	['A', 'A', 'B']
trans: [カウンタ|]cを[カウント|出現][|[[回|]数|分の回数]][が|の]多い[順に|順番に|方から][列挙する|リストとして得る]	c.most_common()	trans: カウンタcをカウントが多い順に列挙する	c=collections.Counter(A=2,B=1);$$	[('A', 2), ('B', 1)]
trans: [カウンタ|]cを高頻出[|な][順に|順番に|方から][列挙する|リストとして得る]	c.most_common()	trans: カウンタcを高頻出順に列挙する	c=collections.Counter(A=2,B=1);$$	[('A', 2), ('B', 1)]
trans: [カウンタ|]cを[カウント|出現][|[[回|]数|分の回数]][が|の]少ない[順に|順番に|方から][列挙する|リストとして得る]	c.most_common()[::-1]	trans: カウンタcをカウントが少ない順に列挙する	c=collections.Counter(A=2,B=1);$$	[('B', 1), ('A', 2)]
trans: [カウンタ|]cを低頻出[|な][順に|順番に|方から][列挙する|リストとして得る]	c.most_common()[::-1]	trans: カウンタcを低頻出順に列挙する	c=collections.Counter(A=2,B=1);$$	[('B', 1), ('A', 2)]
trans: [カウンタ|]cを[上位[|]n個|上位[|]n位まで][カウント|出現][|[[回|]数|分の回数]][が|の]多い[順に|順番に|方から][列挙する|リストとして得る]	c.most_common(n)	trans: カウンタcを上位n個カウントが多い順に列挙する	c=collections.Counter(A=2,B=1);$$	[('A', 2)]
trans: [カウンタ|]cから高頻出[|な][項目|[要素|キー]|[文字列|値]]を[|]n個[、|]リストとして[使う|見る|求める]	c.most_common(n)	trans: カウンタcから高頻出項目をn個、リストとして使う	c=collections.Counter(A=2,B=1);$$	[('A', 2)]
trans: [カウンタ|]cを[下位[|]n個|下位[|]n位まで][カウント|出現][|[[回|]数|分の回数]][が|の]少ない[順に|順番に|方から][列挙する|リストとして得る]	c.most_common()[:-n-1:-1]	trans: カウンタcを下位n個カウントが少ない順に列挙する	c=collections.Counter(A=2,B=1);$$	[('B', 1)]
trans: [カウンタ|]cから低頻出[|な][項目|[要素|キー]|[文字列|値]]を[|]n個[、|]リストとして[使う|見る|求める]	c.most_common()[:-n-1:-1]	trans: カウンタcから低頻出項目をn個、リストとして使う	c=collections.Counter(A=2,B=1);$$	[('B', 1)]
trans: [カウンタ|]cから[最頻出|最も頻出|最もカウント数の多い]の[項目|[要素|キー]|[文字列|値]]を[[使う|見る|求める]|[求める|計算する|算出する]]	c.most_common(0)[0]	trans: cから最もカウント数の多いの項目を使う	c=collections.Counter(A=2,B=1);$$	[31mlist index out of range[0m
trans: [カウンタ|]cから[最頻出|最も頻出|最もカウント数の多い]の[項目|[要素|キー]|[文字列|値]][[回|]数|分の回数]を[[使う|見る|求める]|[求める|計算する|算出する]]	c.most_common(0)[1]	trans: カウンタcから最頻出の項目回数を使う	c=collections.Counter(A=2,B=1);$$	[31mlist index out of range[0m
trans: {[カウンタ|]cに|[[リスト|タプル|配列]|列|イテラブル|]iterable[|の[カウント|出現][|[[回|]数|分の回数]]]を}[追加する|増やす]	c.update(iterable)	trans: リストiterableをカウンタcに追加する	c=collections.Counter(iterable);$$	None
trans: {[カウンタ|]cに|[辞書|カウンタ|マッピング]amapを}[追加する|増やす]	c.update(amap)	trans: 辞書amapをカウンタcに追加する	c=collections.Counter(A=2,B=1);amap={'A':2, 'B':1};$$	None
trans: {[カウンタ|]cから|[[リスト|タプル|配列]|列|イテラブル|]iterable[|の[カウント|出現][|[[回|]数|分の回数]]]を}[引く|減らす]	c.subtract(iterable)	trans: リストiterableをカウンタcから引く	c=collections.Counter(iterable);$$	None
trans: [カウンタ|]cから[辞書|カウンタ|マッピング]amapを[引く|減らす]	c.subtract(amap)	trans: カウンタcから辞書amapを引く	c=collections.Counter(A=2,B=1);amap={'A':2, 'B':1};$$	None
trans: [カウンタ|]c内の[文字列|オブジェクト|]element[項目|[要素|キー]|[文字列|値]]を[|[ひとつ|一つ]]増やす	c[element] += 1	trans: カウンタc内の文字列element項目を増やす	c=collections.Counter(iterable);$$;c[element]	2
trans: [カウンタ|]c内の[文字列|オブジェクト|]element[項目|[要素|キー]|[文字列|値]]の[カウント|出現][|[[回|]数|分の回数]][|を[使う|見る|求める]]	c[element]	trans: カウンタc内の文字列element項目のカウント	c=collections.Counter(iterable);$$	1
trans: [カウンタ|]cの[トータル|全][カウント|出現][|[[回|]数|分の回数]][|を[使う|見る|求める]]	c.total()	trans: カウンタcのトータルカウント	c=collections.Counter(A=2,B=1);$$	[31m'Counter' object has no attribute 'total'[0m
trans: [カウンタ|]cの全数[|を[使う|見る|求める]]	c.total()	trans: カウンタcの全数	c=collections.Counter(A=2,B=1);$$	[31m'Counter' object has no attribute 'total'[0m
trans: [カウンタ|]cの[項目|[要素|キー]|[文字列|値]]一覧[|を[使う|見る|求める]]	c.keys()	trans: カウンタcの項目一覧	c=collections.Counter(A=2,B=1);$$	dict_keys(['A', 'B'])
trans: [カウンタ|]cの[項目|[要素|キー]|[文字列|値]]数[|を[使う|見る|求める]]	len(c)	trans: カウンタcの項目数	c=collections.Counter(A=2,B=1);$$	2
trans: [カウンタ|]cを[リセット|クリア|ゼロに]する	c.clear()	trans: カウンタcをリセットする	c=collections.Counter(A=2,B=1);$$;c	Counter()
trans: [カウンタ|]cのユニークな[項目|[要素|キー]|[文字列|値]]を[列挙する|リストとして得る]	list(c)	trans: カウンタcのユニークな項目を列挙する	c=collections.Counter(A=2,B=1);$$	['A', 'B']
trans: [カウンタ|]cをリストに[変換|]する	list(c)	trans: カウンタcをリストにする	c=collections.Counter(A=2,B=1);$$	['A', 'B']
trans: [カウンタ|]cを[集合|セット]に[変換|]する	set(c)	trans: カウンタcを集合に変換する	c=collections.Counter(A=2,B=1);$$	{'B', 'A'}
trans: [カウンタ|]cを辞書に[変換|]する	dict(c)	trans: カウンタcを辞書に変換する	c=collections.Counter(A=2,B=1);$$	{'A': 2, 'B': 1}
trans: [カウンタ|]cをペアリストに[変換|]する	c.items()	trans: カウンタcをペアリストに変換する	c=collections.Counter(A=2,B=1);$$	dict_items([('A', 2), ('B', 1)])
trans: ペアリスト[|]pairsからカウンタを[[[作る|作成する]|[|新規]生成する|[用意|準備]する]|構築する]	collections.Counter(dict(pairs))	trans: ペアリストpairsからカウンタを作成する	pairs=[('A',1)];$$	Counter({'A': 1})
trans: [カウンタ|]cから0[以下の|][カウント|出現]を[取り除く|取り出す|削除する]	+c	trans: カウンタcから0以下のカウントを削除する	c=collections.Counter(A=2,B=1);$$	Counter({'A': 2, 'B': 1})
trans: [カウンタ|]cの正の[数|[カウント|出現]][のみ|だけ]残す	+c	trans: カウンタcの正の数のみ残す	c=collections.Counter(A=2,B=1);$$	Counter({'A': 2, 'B': 1})
trans: [カウンタ|]cと[カウンタ|]c2の[積集合|共通部分|[交わり|交差]|インターセクション][|を[求める|計算する|算出する]|を[使う|見る|求める]]	c & c2	trans: cとカウンタc2の積集合	c=collections.Counter(A=2,B=1);c2=c;$$	Counter({'A': 2, 'B': 1})
trans: [カウンタ|]cと[カウンタ|]c2に共通する[要素|[値|データ]]からなる[カウンタ|多重集合|計数[オブジェクト|ツール]|カウンタ][|を[求める|計算する|算出する]|を[使う|見る|求める]]	c & c2	trans: カウンタcとカウンタc2に共通する要素からなるカウンタ	c=collections.Counter(A=2,B=1);c2=c;$$	Counter({'A': 2, 'B': 1})
trans: [カウンタ|]c∩[カウンタ|]c2	c & c2	trans: カウンタc∩カウンタc2	c=collections.Counter(A=2,B=1);c2=c;$$	Counter({'A': 2, 'B': 1})
